ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
1,-0.42658878236292,0.9757379539367979,0.7371804874837438,0.5765656938906011,10.0,4.208221120361627,0.2,1.2701689444458306,0.6652847990441795,0.17185963912311966,0.07318473154889528,0.8063865376326844,0.2947716502634602,0.6686291253507274,0.3068282242191079,0.4761092870655503,0.7817846433812581,0.3163189157957281,2.131915741476359,0.6351249610913382,8.80219977218583,9.02536556422245
2,-1.5949558378037119,0.014785817993312647,0.00021584655895526272,0.9,0.5327467081596277,2.0771519711488016,0.8,0.6620365971506191,0.12457656313937972,5.167222406704648,0.6252616486694774,1.22864307394038,0.6780420658130272,0.2541852275030753,0.3317191827887483,2.927265620931302,2.068453680995507,0.3288294174010283,1.4802482239396997,0.1219198138900876,9.630182395955346,5.039830093987828
3,2.260476149728182,1.2484057752990345,0.834855789927856,0.0,0.12180654770745611,0.01288802230954141,0.48690287809595156,1.6908632028403925,0.0,4.517441156596807,10.0,3.692402730354656,0.671544126696079,0.4119347589123773,0.6791600027773186,6.280230786069259,1.5187921707593433,0.5129955880479632,2.935555123895488,0.3053135314483067,0.1252283688647326,2.6826282913593635
4,0.3683557491308845,4.0,0.1418565240508452,0.8907549275210155,0.14208533687891814,2.0683821447283837,0.798580283583576,1.0350877248131427,0.8598828947900966,0.984363811687478,1.3712871435509584,3.1869819023603365,0.8369937800671512,0.5627980394129296,0.1195267361223699,7.575703592474213,2.63452673023672,0.6523214429727279,3.4768633013590464,0.9475415511018244,6.545375346228315,8.542582098426465
5,-0.14285034483086614,0.0,0.5661778611233531,0.7759087314576912,9.999999999455879,0.05734458057301253,0.2,0.6203156612927352,0.48388903927165244,10.0,6.2647987498410895,2.970352230786187,0.6543910695633092,0.7729116806402683,0.8307027366782989,9.020760015248444,1.9787513078259036,0.2504127678792351,3.369422758295152,0.5389315533076343,5.42076154739123,8.251753305664195
6,-2.1482578982474236,0.00022335175358570496,3.5877631127597634e-05,0.87741459353708,1.829267293742527,4.999659231652518,0.2143057771433416,0.7337236454087922,0.5100652785705404,0.8564249123551845,0.12268506834717477,0.1279367375030955,0.7901643768526411,0.0311706012039482,0.6238751025405492,5.874844793504091,3.208745904167984,0.4244481126429537,1.3192094986053853,0.5094085814387623,8.858231171497215,5.652896703655683
7,-0.5158151990895975,2.304683978669801,0.3360192500980807,0.8168562100615445,0.40013338125108244,0.9599660474731082,0.8,0.8855414643342859,0.33866470300408813,5.886016507304951,0.8306909884673722,2.652595565857267,0.3972413078581507,0.874925178409307,0.6682702071165388,3.549025108507734,3.267655163318297,0.5255698471230323,3.5710079858011383,0.2750540510654117,1.0806748517233733,1.9127205174117008
8,0.38712386732056575,0.011063426387536822,0.03382182558261487,0.8221453415920932,0.7705278954928616,0.3944051905718378,0.8,1.040590009996615,0.19521336810666867,5.756691946383401,1.6491504134006438,1.5481849304203434,0.7686538154408831,0.2437604224523249,0.5637229228878153,6.235518010455583,2.0402356767396435,0.230201077795671,3.055885330220223,0.2957255344238811,3.984581965490401,3.772395675305095
9,-3.9642961915014174,0.7259000970659204,0.6614439584282381,0.0,9.999958999126592,2.239182424660607,0.4526462350854328,0.3764865226933272,0.6981980374653033,10.0,2.074774089051756,2.6544105266843743,0.0776999581336476,0.494900928424783,0.0138796401089302,9.830389835394168,2.992136111940074,0.430468536797736,0.842967343691686,0.6968783264368051,9.058084167065523,3.181087523446168
10,-3.658856025164436,3.4785429697838426,0.8092388236562981,0.6702184197555171,0.5229218536050144,2.759053649620779,0.37504384781421435,0.575937793448697,0.6795597556714421,9.997707612050384,4.553529333869257,3.065968578624919,0.2587482918370689,0.861502808136954,0.6320841793153267,6.250155931933211,4.6536736657507385,0.3614254323511511,3.7173782614608144,0.6780829341239825,7.7136250720146196,5.716353364349514
11,-3.0989137316685635,3.9998476940819194,0.5501252061824579,0.6712199175865394,0.31817338499194364,3.652715005042848,0.8,0.47124500730870983,0.0477232051404935,3.2195048720269757,3.332981031645501,3.335618709996933,0.6284536193626764,0.1319478315992181,0.5512150157652674,2.7932033561633185,4.5793936153365005,0.3189393741260923,1.3571510328738206,0.0476547049696789,4.475791440506382,5.575878151711118
12,-1.836636075484867,0.28128964755426916,0.3511144035147603,0.6222630269485626,9.999955348519984,3.033169100261031,0.8,0.6753149976425975,0.48525337382694467,2.1210303726264934,0.10311074929899564,2.294244330308381,0.8148396419637057,0.3126725395205446,0.4027755416321297,8.512376625014975,2.8841465161601243,0.5923957609266403,1.3299295224589691,0.487471301625849,6.209523875804722,1.3339403014523998
13,1.2176909464886738,0.007573305908299704,0.47642965864964976,0.09601445863505774,10.0,0.1226506324167739,0.2,1.8021579082256893,0.13149619821394276,10.0,0.7613702631423317,0.1316348663701378,0.1020699010177435,0.4297149687056877,0.0216240611677276,6.262089291372217,0.4879130898804223,0.3505769226297475,1.8780238996680083,0.115826746706249,2.705519937974664,0.2107967283551126
14,-1.1658201789144365,0.0009002277672492556,4.401615263831031e-05,0.9,0.24886153287948976,1.1546639692212228,0.8,0.7406821000568097,0.6096531527569238,8.708961588926583,0.680043014959016,3.9401822144418777,0.5504162473092695,0.3405184549517241,0.0238755159994042,3.8983874837498425,2.2627931319321712,0.7586019162587019,1.3304654358008097,0.6147818910832991,6.651683545821934,1.8596096979633887
15,2.4997958666793703,1.8002521945022538,0.7591267399647892,0.0,0.0,0.00012060998580454311,0.31582834234211277,1.9098276699186563,0.9742939581673011,10.0,1.701067124828614,2.0230533959457278,0.7078506865739413,0.0869211309855721,0.545431768352066,0.2605993268839324,0.0352336190503782,0.2357171642840428,2.081181698851435,0.9257041086902308,4.055573841390242,0.7503263933654081
16,-0.953485223969047,0.361449709889631,0.5679045126261627,0.5227625718366025,10.0,0.6919200099434508,0.8,0.4219151579416167,0.8322995416151276,0.8550523987540408,1.2193431383273983,3.445409897932115,0.4673678269233962,0.2870422820256817,0.8667291049062081,9.382617685023783,1.3000948597834616,0.3208351122282322,2.478962202232486,0.8425182098415589,3.3672108974505486,5.864294214642616
17,-3.865930506946422,0.2590407718093543,0.8946662679739111,0.0,2.4605057795001577,3.0220986003128187,0.3622451831121992,0.3969658270441968,0.2875791285535323,4.37825880245816,8.833413186734948,0.6489799979152311,0.1751343617143276,0.6852016943928861,0.1350886152168449,2.6590704104782747,3.447474315888347,0.2090535845797874,0.419119294313711,0.2875259400240286,3.366231805122992,3.6221610553001113
18,-4.058490955561649,4.0,0.8713622946675496,0.14499938182649091,0.7674177515131335,4.996551746002121,0.40271717328957535,0.5780661296123775,0.20708842574483222,1.2898792080005903,4.083081147812914,3.2287623020540783,0.0323828708927777,0.3225557201627926,0.5744503199401418,1.4300410951832263,4.288693072557203,0.5873386449640597,0.7265856742761002,0.2080974099989472,7.454983307481646,4.034066283341728
19,2.1318557982312187,0.00014228062427305212,0.0006578499170658605,0.8514116391342214,8.924781478102258,1.7449217232146452,0.8,2.390063309947758,0.15443452929421025,0.3416764820959676,0.019289156760280316,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.4262968179657989,0.497201286274424,0.3339430585642661,3.284364804363902,0.4558728073695024,6.532511422613194,1.7432113751983724
20,-3.3668186402755467,0.46080010328600285,0.36389508291238953,0.612434716437791,9.030446142545989,3.308445408626265,0.8,0.3,0.37627454916717396,2.8179729220279373,0.5274316888022476,0.666887731706113,0.4687635064984102,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
21,-1.7908144492506237,1.2811124608865976,0.8960131250831704,0.28168021261190557,2.811529731873453,0.9065571275656633,0.4330759409832264,0.5373557693786908,0.08646518540962689,4.047041581230697,3.4679320877187516,3.447623997275332,0.2354497134146295,0.3710510351807128,0.5503896895052893,5.468344558158083,1.9463747270448284,0.260852466128766,2.9353057762698453,0.0881351639254338,8.660774293737196,8.634484403326345
