ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,4.653204280356399,2.6468012937920515,0.0,0.07856715280563667,11.223840325927753,16.165409098817584,0.7589555281277816,5.0,0.2,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,6.2383246803657535,2.3458441490316275,0.0,0.6064462683284911,4.059335052378162,8.09036748201316,8.072158685356996,3.604263266669736,0.2416347280297165,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,7.808711915653912,1.8635370663087503,0.0008189845789910847,0.48660736081886125,20.0,1.4524611257348061,10.0,5.0,0.2,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,112.2135104042349,0.0,0.17347639785165692,0.9,1.193060211129098,16.811088349837814,9.81307537505273,0.7810394129796663,0.5703445449520869,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,9.79733755124672,2.5065824741335083,0.0028584818986801368,0.5691794181836888,10.668400956177452,0.6875766784890341,10.0,4.554605781063444,0.2,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,47.25819390201288,0.0,0.1446780260342964,0.8964141363889523,10.475443757120022,19.99970765290645,4.437487931032718e-07,4.146928765662494,0.5252371571631146,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,98.60125321889248,4.0,0.00010448610127203427,0.8371941812345957,0.02507634047736779,5.112813712780237,10.0,4.020795867931543,0.3649592591499302,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,56.44118059140236,0.0,0.19702528672244285,0.9,0.9646358366668182,13.941987902237237,1.9639371945653934e-07,3.1984437822769087,0.4905512048461163,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,14.58476279680422,3.9530747711541676,0.003069572602534268,0.0,10.914820911044018,5.2167185946142025,0.6538925788086816,5.0,0.2,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,4.598800332959727,2.9053067258608505,0.0,0.8419488354785696,1.8720011331296498,5.411279285345595,10.0,2.455153913602347,0.8,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,6.421777517244479,3.9545270637864203,0.007521677908234675,0.23370494254517957,5.432961896401537,8.232288405478748,0.9859581998547415,4.339217105580041,0.5593556754609743,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,9.622224813467758,2.194544850528143,0.0,0.4757630446720525,6.154355061394048,0.5629280617830322,9.549833849527298,1.0770855142776565,0.27140464055979263,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,11.629439624679229,4.0,0.0,0.43933716646105936,2.4394810313019,1.1068102695882278,4.1945228483673676,3.5328988371084984,0.48874824047734144,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,17.79531917529789,0.12136547967370859,0.0,0.668653062480544,2.532119687293027,20.0,0.11542257872504949,2.995858233968776,0.31989228461860175,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,17.992764255533984,2.0135482076033564,0.0,0.7385842956058629,15.495404798401282,10.33137979122324,0.1422601178166927,4.544242044322171,0.2,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,2.0794415732904126,0.8747712218352702,0.00115256764938289,0.3044672427896211,18.63847125970056,11.880823116496595,9.593541460844392,3.6132104520540564,0.3252785232285214,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
