ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,4.653204280102526,2.646723920439995,0.0,0.0,0.07856288921680013,20.0,16.166383029279842,0.7589201745191908,5.0,0.2,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,6.238324754990202,2.6254199246632046,0.0,0.0,0.6386484555810538,3.334621749997279,17.33941269622124,2.8026623499507037,2.654835974344993,0.2,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,2.5638920227765674,3.633870861109593,0.0,0.13962859853402304,0.25314094662477843,16.82839238062296,7.7013133862851495,10.0,4.856111151134877,0.3201454111739183,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,108.81634683580396,0.002857016009392266,0.05130841095174951,0.16694407539922004,0.38635961916998834,13.981423433506881,17.98959293699535,6.041778202463643,1.108257463481332,0.2,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,9.797337551249468,2.506581793931184,0.002858480263003914,0.0,0.5691794031153806,12.436895577488016,0.6875766518571297,10.0,5.0,0.2,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,16.403603456694253,0.6449581025681981,0.0,0.9,0.7726036781770173,7.561963818151007,11.87784884664806,3.469654266392082,1.8917747534992537,0.7563224534458644,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,98.12558101611847,4.0,0.00011501553992855939,0.14108307291509053,0.7980228723384618,0.09888584297380185,20.0,3.456792046758718,2.6683006642650593,0.37090377166241456,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,4.357592129889958,2.564892983042488,4.9305130386429765e-05,0.19841014855787367,0.8453460227554236,4.015044776837361,15.876211271955787,3.279594311517827,2.7086833505833368,0.71206225082933,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,14.584762716875908,3.953702678499701,0.0030681486144365456,0.0,0.0,9.52248908822498,5.2158325635559235,0.6539791045833069,3.876846554489118,0.2,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,2.2338195121272335,1.219143865471936,0.0,0.18456409204502008,0.49827404309365897,11.435589830390914,19.999944675304654,7.21035392228124,1.1272809841083247,0.8,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,6.224225014947974,3.2781470156652,0.0035874210914482838,0.20180722200291937,0.0,2.0942186285635844,12.650773137953745,0.8875110881021784,4.346584288947582,0.5928175899455715,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,2.189299144872206,2.635911873246279,0.0013832758894568252,0.3842538116818193,0.0,14.552341648831804,20.0,5.188526202830114,0.7860949757152347,0.3592969209070801,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,9.704060628500418,3.999999975929517,0.0,0.09322932368825547,0.652677273388171,5.701113016458725,9.070191602595244,7.2848034612667405,5.0,0.20000046823053547,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,12.593201712336395,4.0,0.00018438203726888126,0.883346367054323,0.0,1.7899916687098096,20.0,4.627446825671921,3.0880122216009545,0.2,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
