ParticipantID,NLL,Recovered_lr1,Recovered_lr2,Recovered_lam,Recovered_b1,Recovered_b2,Recovered_p,Recovered_w,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,12.793246797351634,0.2502854004678985,0.4148958396454297,0.9999944887779791,20.0,18.8957768949065,1.0,0.0,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,18.188213744717697,0.35480688516877745,0.25649006701703225,0.6093100168661989,20.0,17.37084195465137,1.0,0.0,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,27.448233684741624,0.24899031712977882,0.3057852620911733,0.17178908445658334,20.0,20.0,1.0,0.21459707371089465,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,105.4569306578381,0.9613808919896359,1.0,1.0,9.149839784579301,20.0,0.09665819423500514,0.0,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,21.69611489963264,0.20553790478916986,0.39539173298798275,0.010541670223197063,20.0,20.0,1.0,0.0,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,66.54212985931524,0.8633582621623918,1.0,0.7961483755501806,18.259223990699,20.0,1.0,0.08656855012839729,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,95.38668959737976,0.6356546404583141,0.4819316430435091,1.0,8.690376056521472,13.594254867812044,0.07085515541339878,0.5581038369279154,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,58.224363637717616,0.9999496332431473,1.0,0.14875043340391741,20.0,20.0,1.0,0.32177385920280616,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,18.42428500701836,0.6312787828474964,0.24453084693492277,0.0,20.0,16.594877844447954,1.0,0.0,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,38.46296163550818,0.06216111287210108,0.6518422500516224,0.3264278053813752,20.0,17.83179442520524,0.1354441527741125,0.8318709441785783,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,19.369293387387014,0.5046269696046187,0.21777822309406397,0.6476824206349147,20.0,13.716300584758208,1.0,0.04830116392904198,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,25.108194346938223,1.0,0.40630359973570873,0.0,20.0,14.75095761229196,0.06812888637000711,0.5565313897167028,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,22.79809500999473,0.08836057737608638,0.19018199114528095,1.0,20.0,19.10517168840681,1.0,0.0,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,23.475900358157,0.24297253548665027,0.5095258146613482,0.644859202034941,20.0,18.367487603480704,1.0,0.0,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,29.42328861577482,0.24730541287268668,0.4954155838678437,1.0,20.0,16.901313501596373,1.0,0.0,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,16.122471324088114,0.07362747504402632,0.41609697996654804,1.0,20.0,20.0,1.0,0.0,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,34.40670807517958,0.16722100614696322,0.7696691674515945,0.047680190364734525,20.0,20.0,0.22788670843127407,0.7589285703509725,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,28.374722813364766,0.13915644210931077,0.38493243196758337,1.0,20.0,17.598469443784456,1.0,0.0028790417369592377,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,147.09593469356702,0.6037279067974535,0.36678517613575734,1.0,1.464330010032296,20.0,-0.09815236906514183,0.3435687442705266,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,58.542400128845316,1.0,0.5782049657691187,0.019063502985625442,20.0,17.91419519281008,0.15195112082573756,0.9595493045352265,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,119.54336705268867,0.5146600265915725,0.05230140631399024,0.679981385044718,15.541305596709673,4.5472720194380605,1.0,0.0,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,164.03122688386145,1.0,0.7202097621074329,1.0,0.7187503693497559,19.659490638987283,0.3346480738987835,0.5415965876311581,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,144.51248379275063,1.0,1.0,1.0,12.174643357395269,4.543292418921209,0.07236764208751169,0.956995288266135,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
