Synthetic_participant_ID,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_max_stage_0,Synthetic_v_max_stage_1,Synthetic_v_mod
1.0,0.8063865376326844,0.29477165026346025,0.6686291253507274,0.3068282242191079,0.47610928706555034,0.7817846433812581,0.31631891579572813,2.131915741476359,0.6351249610913382,8.80219977218583,9.02536556422245,0.307160768485095
2.0,3.013520292502343,0.2541852275030753,0.33171918278874835,0.2634539058838172,4.136907361991014,1.073578478341903,0.39139160388211347,0.7511033113933243,0.9630182395955346,5.039830093987828,9.231006825886638,0.7461601407734211
3.0,1.8308211507216767,0.6791600027773186,0.5652207707462333,0.2733825907366818,5.216593134132719,3.561560978237146,0.3831881188689841,0.34633449647995107,0.26826282913593635,7.9674547559008415,9.299930889635013,0.6253311549032551
4.0,0.5312299383216441,0.6818133233226791,0.4742148114426096,0.6784821644590917,8.586117030700125,4.737707755509121,0.592722520773699,3.4607553764177923,0.7425880576965468,7.271011884036769,8.587907562669647,0.9230030407536653
5.0,3.6083040060993783,0.35617523540866264,0.07561915181885269,0.7466163466123342,5.389315533076343,2.710380773695615,0.6951051983398518,0.4183414821903634,0.8779604187251567,0.3463400133772032,6.931945583783881,0.5874844793504092
6.0,2.5669967233343867,0.33667216896443053,0.2479158239850937,0.4584677232948861,8.858231171497215,2.8264483518278416,0.5978893348785901,1.9331031545279533,0.9721390871214521,7.425224523517098,3.549025108507734,0.6535310326636594
7.0,2.1704656474868815,0.7956505911408175,0.24754864595887052,0.0972607366551036,1.9127205174117012,1.9352311630254293,0.7124358769605887,1.3021261811928915,0.6263588032086836,6.235518010455583,4.080471353479287,0.05033512965945175
8.0,2.979335492129971,0.26615298098149304,0.3586123768941361,0.3395156107774585,6.636026316710936,0.4316664340758203,0.5299339522831887,0.3570607426700466,0.9830389835394168,5.984272223880148,3.8411422799622663,0.1467479307274827
9.0,2.7875133057472206,0.8152275750358972,0.2862978771101551,0.6898429301906067,2.8749810204118766,4.786126711871967,0.6213894528768846,2.612557694815288,0.9307347331501478,2.6904238725191854,9.236157463407608,0.6780829341239825
10.0,3.0854500288058477,0.5144718027914562,0.7505142097493099,0.6284536193626764,1.46608701776909,3.0623056431403746,0.36759220136979914,3.6887512753490106,0.19823229021015376,2.8571649537130286,0.4765470496967894,0.44757914405063814
11.0,2.230351260684447,0.5162049743193857,0.8148396419637057,0.3126725395205446,4.475283795912553,4.256188312507487,0.546097581939215,2.7197738590476144,0.27835933039431604,4.87471301625849,6.209523875804722,0.13339403014523998
12.0,0.13163486637013788,0.10206990101774353,0.42971496870568776,0.02162406116772766,6.262089291372217,0.48791308988042237,0.3505769226297475,1.8780238996680083,0.11582674670624904,2.705519937974664,0.21079672835511265,0.9850455536104694
13.0,2.4462944324856424,0.34051845495172417,0.02387551599940424,0.3508548735374858,4.5255862638643425,4.655015968822514,0.367102503102834,2.5746929970082064,0.6651683545821934,1.8596096979633892,5.057633489864318,0.7865007628599349
14.0,0.38631613771365414,0.545431768352066,0.023453939419553916,0.006342051429068085,0.5952860714007135,2.407002295745182,0.7554224652141386,1.8005623213143898,0.07503263933654081,8.613524744830288,5.192975854704402,0.3189358689174241
15.0,3.8521293551387026,0.8444355916521404,0.2340170747610231,0.18125266834234824,5.889087033060773,4.212591049207795,0.40203265384703296,2.469788859417768,0.16224499947880777,1.9459373523814183,7.613352159920956,0.15009846135204996
16.0,1.06362816419131,0.6205453768599025,0.013580376869681198,0.028974963481713478,2.8752594002402865,1.6831159025614957,0.41732966331800675,3.2866051294000225,0.035980967658641894,3.5839524462532513,6.382781332668243,0.14300410951832265
17.0,3.4309544580457625,0.5810079674460895,0.10376408293202437,0.1872876689990525,7.454983307481646,2.017033141670864,0.4906820365691041,3.583583788869092,0.1374435496242309,9.643727973861175,0.4262968179657989,0.09944025725488481
18.0,0.892953723761774,0.7259265740344627,0.4102855266325522,0.5879260280351875,1.7432113751983724,0.8336096646326413,0.5125090043322735,3.03908645053682,0.46247446521502844,8.696140851211128,6.604119346706403,0.2490900884519328
19.0,0.9396088832084195,0.3366420451803626,0.6809544506665955,0.844143897878804,8.61905999318833,1.3080539634146087,0.4473673567871419,2.5627131679661894,0.5468344558158084,3.892749454089657,1.014207768812767,0.7122448043972556
20.0,0.35254065570173543,0.7794696864363476,0.7771035962993711,0.6376057123638355,4.864245738076861,3.4957328270645824,0.4369922360610591,3.2507351418853903,0.7864170822798477,1.5552858387362167,3.1781755035059778,0.34398317678599033
21.0,1.4566811946141032,0.5099810010191089,0.037518698268259,0.5939727470675092,2.0163175905663433,2.0823127808655406,0.47053559390042005,1.59028904732629,0.38328031012801256,1.8030606084775935,0.6813005739407441,0.5512566489358516
22.0,2.3834677824666044,0.13094981029953792,0.20784753748991172,0.25773941838364417,8.307513669044258,0.7671047058120617,0.531283284532089,2.402116955461112,0.3434200931086723,3.5061718930695362,9.591120175192023,0.5533439494595207
23.0,2.610924803603819,0.441666104799972,0.5819849835046115,0.5447257069563558,1.4517329292009562,1.673402664422966,0.47626039607536014,0.772940147943624,0.3630733236044982,2.281416342929222,8.47502602270402,0.34147408002129864
