Synthetic_participant_ID,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_max_stage_0,Synthetic_v_max_stage_1,Synthetic_v_mod
1.0,0.8063865376326844,0.29477165026346025,0.6686291253507274,3.4092024913234207,0.23805464353277517,0.293814157205751,1.0172999807403231,0.4951123625611782,6.351249610913382,8.80219977218583,0.9025365564222451
2.0,1.22864307394038,0.6780420658130272,0.2541852275030753,3.685768697652759,1.463632810465651,0.4482144417194609,1.094448073973008,0.31898600647018904,1.2191981389008766,9.630182395955346,0.5039830093987828
3.0,3.6924027303546554,0.671544126696079,0.4119347589123773,7.546222253081317,3.1401153930346295,0.38225506049112123,2.2301394596291058,0.7123121956474292,3.0531353144830673,0.12522836886473265,0.26826282913593635
4.0,3.1869819023603365,0.8369937800671512,0.5627980394129296,1.3280748458041103,3.7878517962371063,0.5161432076284065,3.089315564998488,0.8586117030700126,9.475415511018243,6.545375346228315,0.8542582098426466
5.0,2.970352230786187,0.6543910695633092,0.7729116806402683,9.230030407536653,4.510380007624223,0.43745015693910844,0.6108787352552832,0.8295737184581491,5.389315533076343,5.42076154739123,0.8251753305664196
6.0,0.12793673750309553,0.7901643768526411,0.03117060120394829,6.931945583783881,2.9374223967520456,0.5850495085001581,1.6840966946315479,0.2754620266501041,5.094085814387624,8.858231171497215,0.5652896703655683
7.0,2.652595565857267,0.39724130785815076,0.874925178409307,7.425224523517098,1.774512554253867,0.5921186195981958,2.3076807239253654,0.884056212378686,2.750540510654117,1.0806748517233733,0.19127205174117012
8.0,1.5481849304203434,0.7686538154408831,0.24376042245232493,6.263588032086837,3.1177590052277915,0.4448282812087573,0.48623997973997146,0.7448338730324927,2.9572553442388116,3.9845819654904013,0.37723956753050947
9.0,2.6544105266843743,0.07769995813364765,0.49490092842478306,0.15421822343255842,4.915194917697084,0.5590563334328089,1.7212226435860387,0.1467479307274827,6.968783264368051,9.058084167065523,0.3181087523446168
10.0,3.065968578624919,0.2587482918370689,0.861502808136954,7.023157547948075,3.1250779659666055,0.7584408398900888,1.2954568328320986,0.9236157463407607,6.780829341239825,7.7136250720146196,0.5716353364349513
11.0,3.335618709996933,0.6284536193626764,0.1319478315992181,6.124611286280749,1.3966016780816592,0.7495272338403802,1.0334594737775689,0.28571649537130284,0.4765470496967894,4.475791440506382,0.5575878151711118
12.0,2.294244330308381,0.8148396419637057,0.3126725395205446,4.475283795912553,4.256188312507487,0.546097581939215,2.7197738590476144,0.27835933039431604,4.87471301625849,6.209523875804722,0.13339403014523998
13.0,0.13163486637013788,0.10206990101774353,0.42971496870568776,0.2402673463080851,3.1310446456861083,0.2585495707856507,1.2285576895501094,0.42649294585621844,1.1582674670624904,2.705519937974664,0.021079672835511265
14.0,3.9401822144418777,0.5504162473092695,0.34051845495172417,0.26528351110449155,1.9491937418749212,0.4715351758318606,3.7447118169286604,0.27850417183805665,6.14781891083299,6.651683545821934,0.18596096979633892
15.0,2.0230533959457273,0.7078506865739413,0.08692113098557218,6.060352981689622,0.1302996634419662,0.2042280342860454,0.5202558464182641,0.4814004591490364,9.257041086902309,4.055573841390242,0.07503263933654081
16.0,3.445409897932115,0.46736782692339623,0.2870422820256817,9.630323387846756,4.691308842511892,0.35601138317401543,1.045149858740765,0.5889087033060773,8.42518209841559,3.3672108974505486,0.5864294214642616
17.0,0.6489799979152311,0.17513436171432764,0.6852016943928861,1.5009846135204996,1.3295352052391374,0.6136969179066016,0.3558304382420227,0.03219440386857053,2.8752594002402865,3.3662318051229914,0.36221610553001116
18.0,3.2287623020540783,0.03238287089277771,0.3225557201627926,6.382781332668243,0.7150205475916133,0.7146431687068644,2.688588310611701,0.11529342548002708,2.080974099989472,7.454983307481646,0.40340662833417285
19.0,1.937880243794027,0.7987095702654547,0.1236991946618078,9.643727973861175,0.21314840898289944,0.2596641543529309,1.1259821944796409,0.8065850822605141,4.558728073695024,6.532511422613194,0.17432113751983724
20.0,0.666887731706113,0.46876350649841025,0.6662642717521995,4.624744652150285,4.348070425605564,0.5962471608023843,1.2216333272721513,0.23490222080210488,3.740467168670696,7.566160562962172,0.9379376643097822
21.0,3.4476239972753318,0.23544971341462959,0.3710510351807128,6.115440994503215,2.7341722790790417,0.43356496724537946,0.6752568744607239,0.7122448043972556,0.8813516392543386,8.660774293737196,0.8634484403326346
22.0,2.833803166061491,0.4377821164269175,0.629231908871625,3.949870601017651,3.9874799214667433,0.6718502493679087,0.8754557603324002,0.3178175503505978,3.4398317678599035,3.641702986535258,0.5666455566878987
23.0,0.1667497700811511,0.5939727470675092,0.1814685831509709,4.164625561731081,2.2544632825035,0.4092360617285876,1.7181371474736467,0.18030606084775935,0.6813005739407441,5.512566489358516,0.5958669456166511
