Synthetic_participant_ID,Synthetic_lr1,Synthetic_lr2,Synthetic_lam,Synthetic_w,Synthetic_p,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_max_stage_0,Synthetic_v_max_stage_1,Synthetic_v_mod
1.0,0.5994727712549318,0.4160406595330115,0.5990129276754871,0.9805023778454249,0.09628434581057599,2.0879021012743033,0.6135479631048052,6.881542880867826,7.263686292267282,0.17667320029928824
2.0,0.20200004252885384,0.12443422747124266,0.8564204737774798,0.892809417605883,-0.7133583310580949,2.2813421122471262,0.4731223514923407,1.9401180969135556,3.8201539455200537,0.31216759053026233
3.0,0.03402373202673026,0.178821849797538,0.8343327080079109,0.6495559008567683,0.7758134934524494,1.8215785764354748,0.38721345383015504,5.965687948716765,1.1084089916294115,0.4724537324742718
4.0,0.38608797134234574,0.8600512892781449,0.7395374612898635,0.6784317369266274,-0.5824673535776523,1.9819923668457968,0.517006378563387,4.263683462367002,2.187131535578893,0.2773957141386405
5.0,0.6760366897486894,0.5358235404310446,0.2954907775747889,0.7472316944685956,-0.6326775615296136,2.97591201119831,0.4580099705212898,0.9111837030124104,5.0325217206876784,0.38786636746293157
6.0,0.7680701341763739,0.6582716586638491,0.24402408576725265,0.3871909755577625,-0.6742028204949699,3.758193751620405,0.5161107757681768,5.956509712398239,9.874338570220647,0.14073002627597364
7.0,0.6467148669560999,0.9749082933625548,0.9933873738529035,0.28362648226008735,0.9237500983539046,1.1921130723983981,0.3339285934721129,1.5980441885685293,6.074151602625905,0.6470593531102496
8.0,0.4488500310539646,0.3668585931721261,0.3522724414584957,0.19880356432126944,0.6114581868569644,2.8167285730361735,0.6636742467054042,9.787917505389856,3.9799897432296047,0.44037127240445717
9.0,0.6874899742229182,0.5266595523530562,0.2698839966058396,0.7775636022038185,-0.7780010792008456,3.4762127952692974,0.42818240380130235,0.8606187111953723,7.0534449338258405,0.2810072154050336
10.0,0.3107149067106241,0.9419730247308371,0.07170525286009999,0.3014128369049568,0.261742815479705,1.3390343146918997,0.8382979679341811,8.702408272592272,7.503308582043222,0.31201511838180507
11.0,0.9625683829259783,0.09473742837710775,0.5103297278488993,0.2816384738815614,0.1041961930347377,1.8938851975015116,0.8561520491959683,3.0191992726930605,0.9896768637930975,0.8242820065899136
12.0,0.8630086510276841,0.11396822813647689,0.6934399065321407,0.988232644314787,-0.5617970482281649,2.712759506060002,0.6434220917705371,5.842975113617227,0.6480264317309892,0.0705118692714688
13.0,0.08987007141218017,0.7835749100804529,0.2426478404519541,0.926631707194082,0.19072748859623423,2.4616530388149327,0.15570182805267352,2.493422523871801,7.9508827107134215,0.9098363112991836
14.0,0.41507012840657354,0.27425155652628985,0.6499648375813161,0.8483654531449251,0.2889016357300842,1.9948450448784496,0.8727931292879024,9.98245846765498,7.869003689542021,0.9201330531128968
15.0,0.022162894544997647,0.9079936701748323,0.3931333597015192,0.851112255626477,-0.8485979756913973,1.123315826874587,0.007815317506433384,5.006146273137357,7.87425201098901,0.9811290113991142
16.0,0.44063053804706065,0.48126306251744855,0.5345341378803455,0.9219627563797677,0.3795455359938351,0.6600989065618035,0.4974909110707597,4.239987842463875,7.446209258496285,0.4074103949287864
17.0,0.6354881137360483,0.7741308005059349,0.4046113481977027,0.3384716964194413,0.7913454198872296,0.4454460563129886,0.3393750853693204,6.848363538825355,6.263244003691264,0.9171294683244643
18.0,0.6066336733300439,0.04012522200562696,0.09218465029375422,0.9883899553992568,-0.7916650503189311,2.011726406102909,0.32946924563097824,8.468187520775269,6.16807912686633,0.3275728714812042
19.0,0.43946893444700386,0.9295237967451013,0.18485147170211358,0.5995416393375052,-0.1633798550812977,3.0240605541249383,0.47273793560413324,0.5680233592060635,5.408623638320185,0.49990215778833713
20.0,0.7981740436927369,0.7777681817819385,0.34752017258963674,0.40182727789473416,-0.5114736323526448,1.7262554964392103,0.6230152564980027,2.403923144398182,1.8154882939554717,0.0891333671682023
21.0,0.4743252535104283,0.6082623479639554,0.851383894583977,0.02936758254956262,-0.8893145645521185,0.6374085872864039,0.5259805738819959,7.700618721035171,8.788383106915727,0.8045618016220226
22.0,0.7438372231822779,0.3341577181130325,0.23069838931653497,0.9655708064242444,-0.2934815736066787,1.7230994101138013,0.9094930768216837,6.848141298944663,6.121983433441695,0.35576886686185016
23.0,0.18300403913566132,0.023265085527702123,0.13276279985937445,0.07917843616513942,0.23778770450068198,1.8742839413574468,0.6380868559495784,1.7528993964158068,2.1626628407103023,0.18394127308016572
