ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,4.177969623598471,1.8793911661254552,0.21919723589642406,0.0,4.819213204299278,11.311342678053363,4.5672782425381016,2.7649058215285187,0.2964310367823747,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,60.73678925245552,0.10275628206160095,0.11908745685511642,0.699729573675862,13.415413981614263,0.38749459329933955,10.0,2.7761618775130974,0.8,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,33.65430401074088,0.00937461363410587,0.41158508778329317,0.0,10.871886531916456,19.999999999224855,9.856300051686457,3.0936829149028995,0.28292238262500363,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,60.28900005358595,0.010604123793344635,0.36711957424317326,0.9,13.577323113051996,7.3298320752353305,10.0,2.7677148383005115,0.42679179719156624,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,57.92670403757705,0.0026774683294245993,0.42623697832094004,0.3754805532335594,7.199663903426153,19.999999954895618,7.758878527336162,2.488840096321006,0.20000260453411423,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,104.24234359002023,1.5276195935606525,0.7744387992938129,0.0,0.8546500330575535,20.0,0.0,4.2170529273721105,0.39434713830182117,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,92.8827218950656,0.024297687961742555,0.000290577884710502,0.8997497404229832,6.113322071101992,19.999999852399252,9.999965262208589,2.7491033657002744,0.6990098628283993,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,77.16487682336653,0.0017018594168172318,0.025062136809099068,0.9,4.344223058324285,7.2303364004490005,0.7840889068105734,4.515257196536987,0.6597907058814306,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,90.73853974347807,1.2032455882724045,0.807878485409795,0.2018549069125734,18.37857776514835,20.0,0.0,4.616577409924024,0.36212772104852653,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,75.16617940378575,1.6148808535078256,0.8586129967708417,0.2913319015786486,11.539158234639565,20.0,10.0,2.1239085187380886,0.5512227470765501,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,124.92299796145883,0.0025373826854434784,0.06319509427367997,0.9,18.4490047654174,20.0,0.1060082225870444,1.8716778418492779,0.5566655621589292,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,86.7970176149495,0.0708038334597757,0.5112979538150418,0.0,2.54405684087204,19.543117204875983,10.0,0.4560063901587005,0.2712627510052239,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,63.321511449215684,0.0012650299443649209,0.020801900905284734,0.8814427381608918,3.4335059535432966,9.532347112324251,1.1674038814263228,2.446907803085176,0.6860631928708953,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
