ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,2.082376199005342,3.2863079357093636,0.0,0.3480198090539782,3.4521803523660326,20.0,4.901591869724474,3.1016145984124734,0.26689833013177505,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,3.8007552597253076,2.9966194529615207,0.5731199831831736,0.031988969201540575,19.770194015683288,20.0,10.0,3.908297128330407,0.5428342811386533,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,2.08595838200843,2.4089245107777018,0.12190414749373263,0.31636269885681045,16.74916654431215,20.0,5.061147729478788,3.145829709873753,0.27529790357190226,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,2.079481240889067,4.0,0.4072259285859462,0.7419625361854049,14.02349712838952,20.0,7.113374048189344,2.744302423740846,0.47116193328120387,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,22.96747421292531,0.026997971390442254,0.33665777293651095,0.1777910994339101,8.519243290736917,20.0,10.0,4.492433609856013,0.296087734400832,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,48.384000428492634,0.3383422529568593,0.6545219156010503,0.75038976285819,20.0,1.1953661260493285,10.0,5.0,0.42625081163368694,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,2.081824867627891,3.295031358030054,0.40725156275820495,0.30649084443005253,16.851056078080997,20.0,10.0,2.119190626803252,0.7678067829728342,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,11.240108054012245,0.3883433109637625,0.6069989876129701,0.9,19.543420030965184,20.0,10.0,3.891722553844523,0.5121479056085819,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,21.82197112425272,4.0,0.9,0.9,13.578551380612039,20.0,10.0,3.604908545766339,0.7820724285038543,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,7.657057507390148,2.230174141100322,0.2887880930378926,0.40026079900939704,10.2281527230788,9.110287371700663,10.0,1.6391368564788562,0.524595289672246,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,45.81414066594788,3.200215878029662,0.3007788770052031,0.0,16.513044581445005,15.952964013636608,0.3898796748404264,4.5422397143026965,0.39760119147325723,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,2.527347558695438,2.2028269287759965,0.3291792415744196,0.11411907907154978,12.241878625120973,20.0,9.252882585438618,1.3194420199891834,0.4644730164059055,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,3.466940798325324,4.0,0.5761961771938636,0.0,13.847482820074886,20.0,10.0,5.0,0.6531111243587512,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,10.23821686134356,2.9774607672069737,0.7459658924783321,0.3524470873334828,10.067707697022518,13.00643398583946,10.0,5.0,0.2,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,20.25917760882085,1.6370222315990952,0.8521130989496445,0.0,20.0,20.0,10.0,5.0,0.6424245134873322,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,2.97216681725107,1.5025775220195747,0.4461559082962682,0.1767436589206576,12.204944884649755,14.376011925332389,10.0,5.0,0.2,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,7.709746258788389,0.41852205178592794,0.0474188958350354,0.4321682117232258,1.0880864446528256,20.0,10.0,2.0570937354213137,0.784767660994243,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,2.0794415416802092,2.705795327949181,0.2139515376695255,0.6924832833774967,8.304337737012066,19.65472998020716,5.7263032566554735,4.392546345633467,0.4733023915432564,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,133.6678255037544,0.3385944567223168,0.21645536154899417,0.026145954284006734,0.03161535496382927,19.99997686328554,8.034829525394331,2.864057554081515,0.2621231002344714,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,18.354686888943483,4.0,0.7088240944493519,0.0,3.0859779881601246,20.0,6.769040429592525,1.4950204938086034,0.8,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,114.66484935719129,2.0853513763985654,0.1667101541260475,0.39962053338711306,6.6042296269336624,6.763248190456048,0.061935895801082524,4.3803729888342104,0.2,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,152.87461683782743,4.0,0.7948560035979029,0.043492209277498625,0.012146950763429185,20.0,8.425110176336403,3.145872636673521,0.8,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,63.246201069559234,0.024439390883162476,0.22567988805043776,0.8002606449144978,20.0,5.8538049986037475,10.0,0.050876055851268996,0.7219659795708107,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
