ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,2.082376198966515,3.286266234088201,0.0,0.3480165245526434,4.226114225273081,20.0,4.901615379593172,5.0,0.2668992045689618,3.3112129578368887,0.010327961345232,0.2403362789354657,19.99751575148525,2.39366554384973,4.900894960876333,3.9501307530134255,0.2733283460563137
2,60.04317215662968,0.09659035059853475,0.112820917788746,0.7036133415363417,13.990846796556312,0.3877169117759458,10.0,2.289216836712959,0.8,2.6496367227649915,0.4392724009691917,0.174860983877568,17.57260053165441,3.629747951154607,6.390528592947753,3.704134390989646,0.537603731955937
3,33.82139202197865,0.009161985462210632,0.36151190317952875,0.0,4.187466990447273,20.0,10.0,3.4738248858660286,0.2879986280840374,2.5153662743887644,0.107068856959804,0.2772332883490782,11.739244144593584,7.909274326150228,6.639460814328007,4.259773224021491,0.3141332535873101
4,63.39420176324737,0.00399729405362239,0.12203172895353091,0.8856465949133777,7.547494654702509,19.220263571092303,9.500484490220218,1.1342687491578498,0.25805216358049754,3.61309080348134,0.3448582653879839,0.8488118976554292,12.347646260499303,15.801910422918,5.14775428373226,2.655723471966544,0.3965563392595831
5,54.790005770061306,0.003109762960281549,0.43950834734851313,0.324193258751263,1.201923397326996,19.999999997824272,7.75578118472174,3.8513000148573058,0.2,0.517458828909422,0.3454397206743813,0.1934788327125098,0.6573051176383315,5.49773659650519,1.8057605266685692,4.377651575190614,0.248741937458843
6,98.76997327597282,0.022203735620547792,0.7246738800974197,0.8226353030367063,20.0,20.0,0.37167413174875313,5.0,0.4058382927547285,0.735582396327533,0.6336276259827008,0.8273033019182461,5.029169044638682,0.4260226292276314,9.605044727550997,3.4111032023697527,0.3863976176383136
7,97.82614934396753,0.0337149069327915,0.8970843286300858,0.6639464471739565,5.240764350866194,19.99993353214748,10.0,0.29241754938861947,0.6814943450932492,1.8894937688609592,0.5393302864908871,0.3364817148588079,17.48975593242354,14.523451766152547,9.543407046242113,1.7553276142410583,0.7623044532330687
8,70.90643117413887,0.0016739056994355137,0.02216296879881216,0.9,10.01212211888632,7.947753475785144,0.8304950978156821,4.674786297242602,0.688464106396704,1.916402296902976,0.5780903747836242,0.6629824842793987,16.186759380113603,7.925187345653876,4.479459785147712,4.0863851305637535,0.630534321854573
9,90.73853974347807,1.2032455882724045,0.807878485409795,0.2018549069125734,18.37857776514835,20.0,0.0,4.616577409924024,0.36212772104852653,3.763396837498576,0.881638084276057,0.1610220027292619,4.558388236255104,14.319728945580936,7.473827346542434,3.015897771162628,0.7263798585329069
10,108.54990346132092,0.13527890815613208,0.39501521086355756,0.6351754945192205,1.1393094081500619,0.8847862193228182,10.0,0.9517282698396348,0.8,1.007961848442954,0.3055386548671132,0.445182163296218,6.300541779371351,10.908781786836087,6.824780792979444,1.1018345057684742,0.4912024723810284
11,124.92299796145883,0.0025373826854434784,0.06319509427367997,0.9,18.4490047654174,20.0,0.1060082225870444,1.8716778418492779,0.5566655621589292,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,69.87141430527299,2.0319872316556493,0.6827419210745809,0.0,0.5815021738792114,20.0,10.0,1.6249902001057042,0.26780352976146377,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,63.321511449215684,0.0012650299443649209,0.020801900905284734,0.8814427381608918,3.4335059535432966,9.532347112324251,1.1674038814263228,2.446907803085176,0.6860631928708953,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,62.06760693375821,0.004206559834142621,0.030959307762132873,0.8297035372764994,2.440080379184464,20.0,0.38166023428907236,4.9864198867043505,0.6281379447870704,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,84.17389487214942,0.0014108098347718444,0.032323717650404565,0.8779421647339808,4.564249587090909,20.0,0.32199468995933705,2.642032720215321,0.5687093045446725,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,41.142406358558816,3.874845211381339,0.0,0.735292287426081,20.0,0.09486076699004206,10.0,5.0,0.2,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,63.79053245539363,1.404227040283928,0.0,0.8785028236246913,5.037177586989144,18.3029671190156,6.835123155843855,3.1092880076867027,0.46967844621497823,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,58.91751034838293,0.02627316530093287,0.011173915239766605,0.8849007874205438,8.304300641018463,20.0,10.0,4.39298764200288,0.5517872874814671,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,151.07499872979912,0.019511821515858948,0.28474509703959106,0.2576696917372264,17.130807190524013,5.45444171865996,5.580880156331243,1.7184832668991643,0.20000006961873323,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,140.33478150215984,0.9879068858034681,0.8703459625199708,0.0,20.0,13.35174988275675,0.47901880360643084,0.053240538446944576,0.7884096927481176,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,131.6848240957511,4.0,0.05356822208899305,0.9,7.2661891081435055,0.8482993734325768,0.11067689679007443,3.652653489557747,0.5460904087451438,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,225.3482508919053,4.0,0.48010195349844986,0.9,0.02436805241161711,0.27186371041884627,1.4006747706094056,2.3939182912605808,0.26894859478818844,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,183.88161999285148,0.002451773666584242,0.5983377995558019,0.7907805769898981,19.99904623834495,9.60373876906946,9.996028577805369,0.029099429928442486,0.5246849453793934,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
