ParticipantID,NLL,Recovered_lr1,Recovered_lr2,Recovered_lam,Recovered_b1,Recovered_b2,Recovered_p,Recovered_w,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
1,88.0026658750077,0.725109151729792,1.0,0.15111911369990053,20.0,2.726919121526452,1.0,0.0,0.8063865376326844,0.2947716502634602,0.6686291253507274,0.3068282242191079,0.9522185741311008,3.1271385735250323,1.938648596595468,2.475561812805891,0.581074976654803
2,89.49735158254678,0.19224563761963714,1.0,1.0,19.56079170583801,2.5123054044678725,1.0,0.0,3.520879908874332,0.8122829007800205,0.2764446916365855,0.6780420658130272,5.648560611179452,7.371537395305518,2.927265620931302,2.068453680995507,0.3288294174010283
3,63.07639403947573,0.027890465692463364,1.0,0.0006472765350890874,17.04026464898928,19.68722349370314,1.0,0.0,1.2759440258807562,0.1097278325010789,0.8667164156359811,0.4535847084589045,18.46201365177328,14.923202815468422,4.577052876804192,3.7731111265406585,0.5768138471641555
4,67.42186734772092,0.0632227375323938,0.9994964614293916,1.0,20.0,4.7297067217829145,1.0,0.0,1.2150337366074746,0.4694933820719447,0.6410809760826863,0.274782178303476,0.2504567377294653,5.365256582718727,7.9674547559008415,4.649965444817506,0.5751986929419531
5,88.16992346948749,0.1803662792191285,1.0,0.07237466778931037,20.0,2.6210291876371405,1.0,0.010745708137393496,0.5312299383216441,0.6818133233226791,0.4742148114426096,0.6784821644590917,17.17223406140025,18.95083102203649,6.545375346228315,4.271291049213232,0.6455528346179282
6,138.88790320546852,1.0,0.9565051469967627,1.0,20.0,2.5226951776285587,0.026954581282176333,0.28796538973451974,2.9084047536147075,0.7729116806402683,0.8307027366782989,0.8118684013723602,7.915005231303613,1.680425595974504,8.29573718458149,2.6946577665381715,0.5252456928434739
7,84.8054082327547,0.5026056373178706,0.8287748387386609,0.6085022275236863,13.839164240157816,20.0,0.1278278832074523,0.6207543143800166,3.3007013222656783,0.0287857659381964,0.7901643768526411,0.0311706012039482,13.86389116756776,11.749689587008184,6.417491808335967,1.8704009386912808,0.3652772159900624
8,109.22461261272308,0.9979102662853971,1.0,1.0,20.0,3.628774873555927,-0.05290059872470512,0.4135155028289592,2.0376343257550493,0.7972408054347494,0.5087607033290115,0.5968340023178851,8.827584619070016,19.44278174242904,7.425224523517098,1.774512554253867,0.5921186195981958
9,133.0810296851181,0.939299588363458,0.9291303391929958,0.8865390620883965,12.716388455309607,2.7537138325800234,0.07013938292282523,0.27371783115003284,2.170465647486881,0.7956505911408175,0.2475486459588705,0.0972607366551036,3.8254410348234025,7.740924652101717,8.540597949343145,1.354224569179583,0.5758152819252103
10,62.275173221829405,0.7646573295192022,0.9887745263124088,0.8906320979909472,19.999999982703997,13.008764461545907,1.0,0.0,2.494207204182233,0.3672424218131358,0.0453016166935065,0.6703504857292435,5.914510688477623,7.969163930980803,3.772395675305095,3.318013158355468,0.2517999720890984
11,61.69009961222661,0.030293199853126722,1.0,1.0,16.677693804669175,20.0,1.0,0.0,2.1995596818879246,0.0138796401089302,0.8847350851854751,0.5385845001492133,7.682284559924533,2.9349586145496542,6.968783264368051,4.529042083532762,0.3908652514067701
12,63.076394087476245,0.09132675796363854,1.0,0.4117513670180898,15.651646062717894,20.0,1.0,0.0,3.065968578624919,0.2587482918370689,0.861502808136954,0.6320841793153267,12.500311863866422,18.614694663002957,2.6904238725191854,4.618078731703804,0.6068497604743895
13,67.42186735168411,0.031471672556875864,0.9994964313873979,1.0,20.0,4.729705589319563,1.0,0.0,3.085450028805848,0.5144718027914562,0.7505142097493099,0.6284536193626764,2.93217403553818,12.249222572561498,2.7932033561633185,4.5793936153365005,0.3189393741260923
14,63.578681673684486,0.011056870493079109,0.9891637169739979,0.16735473114733473,20.0,17.789093583000895,1.0,9.532284018480966e-05,1.1428659814852111,0.042889234472711,0.4028212296455743,0.5018290336540007,11.471221651541905,18.10754759919346,3.474139328006051,2.2376418979562764,0.7107425975008985
15,139.14013606595785,0.2959514618131619,0.9441590123426093,0.032966055350358556,15.038953564041853,0.3868553343568855,1.0,0.0,2.3073172129280994,0.5885936413899603,0.2505233973548844,0.4387241714632641,12.419047751609444,2.6678806029048,0.3290871659253447,0.5670550056541307,0.4864766458037919
16,223.90921055671464,0.8251896855427462,1.0,0.6976644518584286,1.9263061072849004,0.1823206556978451,0.8547664273664038,0.7032325712006887,0.096106938523234,0.5635880362234995,0.087824356178476,0.2258653839446211,8.529858917124368,2.316534934124981,2.705519937974664,0.1053983641775563,0.7910273321662817
17,62.38324674052964,0.08002299371547326,1.0,1.0,15.942800539818359,20.0,1.0,0.0,2.4462944324856424,0.3405184549517241,0.0238755159994042,0.3508548735374858,9.051172527728683,18.620063875290057,2.7850417183805662,3.073909455416495,0.5991010127493162
18,140.70887769205882,0.47507006635175003,0.0,0.47124952403405096,19.800989979945243,0.0,1.0,0.001547619942173082,0.7438438791853557,0.4551870140877886,0.7078506865739413,0.0869211309855721,12.120705963379244,0.5211986537678648,0.0704672381007565,0.2976430357003568,0.4888402754894219
19,63.076393917469105,0.011821415530178918,1.0,0.2850153564330828,18.236694638560696,19.633163224605635,1.0,0.0004250160883038244,3.702816434760924,0.3650016457251218,0.0675293754028867,0.775217227034726,10.385951709408804,6.378717378348481,9.630323387846756,4.691308842511892,0.3560113831740154
20,93.16227258969752,0.634824225536299,1.0,0.09947364140979442,20.0,2.3795459934641783,1.0,9.693151622243113e-08,0.805567414854881,0.5300178329754696,0.758266388857403,0.3030489807705494,11.728588429285232,3.2448999895761554,1.9459373523814183,3.806676079960478,0.29005907681123
21,61.69100585686621,0.27828421210210014,0.7651849818382115,0.4323634827233966,20.0,6.921921580243915,1.0,0.0,1.06362816419131,0.6205453768599025,0.0135803768696811,0.0289749634817134,5.750518800480573,6.732463610245983,3.6221610553001113,4.035952877567598,0.2215885805951851
22,91.95153395950423,0.12349217204040062,1.0,0.9759258383207023,20.0,2.3979234015978403,1.0,0.0,1.4335809785013005,0.5744503199401418,0.1287036985664904,0.7719647530602965,12.911288165468656,2.3058685096005416,2.080974099989472,3.727491653740823,0.4420439770005037
23,110.47869964688572,0.2936273148452803,1.0,1.0,20.0,1.660731115209183,1.0,0.0,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.8525936359315978,1.988805145097696,2.232384309404435,4.03292541130257,0.4735236844217015
